mypy-boto3-rds,1.28.19,pip install mypy-boto3-rds,2023-08-04,2023,0.1.6,2019-11-09,2019,https://pypi.org/project/mypy-boto3-rds/,
boto3-stubs,1.28.30,pip install boto3-stubs,2023-08-18,2023,0.1.8,2019-11-10,2019,https://pypi.org/project/boto3-stubs/,
botocore-stubs,1.31.30,pip install botocore-stubs,2023-08-18,2023,1.20.90.post1,2021-06-09,2021,https://pypi.org/project/botocore-stubs/,
azure-cli,2.51.0,pip install azure-cli,2023-08-01,2023,0.1.0b4,2016-09-20,2016,https://pypi.org/project/azure-cli/,
readme-renderer,41,pip install readme-renderer,2023-08-18,2023,0.7.0,2016-01-04,2016,https://pypi.org/project/readme-renderer/,
azure-mgmt-containerservice,26.0.0,pip install azure-mgmt-containerservice,2023-08-21,2023,1.0.0,2017-08-08,2017,https://pypi.org/project/azure-mgmt-containerservice/,
APScheduler,3.10.4,pip install APScheduler,2023-08-19,2023,1,2009-08-01,2009,https://pypi.org/project/APScheduler/,
azure-cli-core,2.51.0,pip install azure-cli-core,2023-08-01,2023,0.1.0b4,2016-09-20,2016,https://pypi.org/project/azure-cli-core/,
ddtrace,1.18.0,pip install ddtrace,2023-08-11,2023,0.5.3,2017-01-23,2017,https://pypi.org/project/ddtrace/,
ansible,8.3.0,pip install ansible,2023-08-15,2023,1,2013-02-04,2013,https://pypi.org/project/ansible/,
mypy-boto3-appflow,1.28.16,pip install mypy-boto3-appflow,2023-08-01,2023,1.14.52.1,2020-08-31,2020,https://pypi.org/project/mypy-boto3-appflow/,
fabric,3.2.1,pip install fabric,2023-08-06,2023,0.0.1,2008-01-12,2008,https://pypi.org/project/fabric/,
phonenumbers,8.13.18,pip install phonenumbers,2023-08-04,2023,3.3a1,2011-05-04,2011,https://pypi.org/project/phonenumbers/,
spark-nlp,5.0.2,pip install spark-nlp,2023-08-02,2023,1.6.2,2018-09-07,2018,https://pypi.org/project/spark-nlp/,
Cerberus,1.3.5,pip install Cerberus,2023-08-09,2023,0.0.1,2012-10-16,2012,https://pypi.org/project/Cerberus/,
pyTelegramBotAPI,4.13.0,pip install pyTelegramBotAPI,2023-08-20,2023,0.1,2015-06-26,2015,https://pypi.org/project/pyTelegramBotAPI/,
pyproject-api,1.5.4,pip install pyproject-api,2023-08-17,2023,0.1.0,2021-10-25,2021,https://pypi.org/project/pyproject-api/,
gradio,3.40.1,pip install gradio,2023-08-11,2023,0.1.0,2019-02-19,2019,https://pypi.org/project/gradio/,
cdk-nag,2.27.107,pip install cdk-nag,2023-08-21,2023,0.0.0,2021-07-20,2021,https://pypi.org/project/cdk-nag/,
mypy-boto3-s3,1.28.27,pip install mypy-boto3-s3,2023-08-16,2023,0.1.2,2019-11-08,2019,https://pypi.org/project/mypy-boto3-s3/,
bitarray,2.8.1,pip install bitarray,2023-08-07,2023,0.1.0,2008-08-16,2008,https://pypi.org/project/bitarray/,
azure-cli-telemetry,1.1.0,pip install azure-cli-telemetry,2023-08-01,2023,1.0.0,2018-08-14,2018,https://pypi.org/project/azure-cli-telemetry/,
mashumaro,3.9,pip install mashumaro,2023-08-02,2023,0.1,2018-09-11,2018,https://pypi.org/project/mashumaro/,
google-cloud-kms,2.19.1,pip install google-cloud-kms,2023-08-03,2023,0.1.0,2018-07-20,2018,https://pypi.org/project/google-cloud-kms/,
types-pytz,2023.3.0.1,pip install types-pytz,2023-08-13,2023,0.1.0,2021-02-02,2021,https://pypi.org/project/types-pytz/,
apache-airflow-providers-amazon,8.5.1,pip install apache-airflow-providers-amazon,2023-08-14,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-amazon/,
grpcio-health-checking,1.57.0,pip install grpcio-health-checking,2023-08-10,2023,1.0.0rc1,2016-07-19,2016,https://pypi.org/project/grpcio-health-checking/,
mlflow-skinny,2.6.0,pip install mlflow-skinny,2023-08-15,2023,1.14.0,2021-02-20,2021,https://pypi.org/project/mlflow-skinny/,
oldest-supported-numpy,2023.8.3,pip install oldest-supported-numpy,2023-08-03,2023,0.1,2019-11-26,2019,https://pypi.org/project/oldest-supported-numpy/,
grpcio-reflection,1.57.0,pip install grpcio-reflection,2023-08-10,2023,1.1.0.dev0,2017-01-12,2017,https://pypi.org/project/grpcio-reflection/,
mypy-boto3-redshift-data,1.28.16,pip install mypy-boto3-redshift-data,2023-08-01,2023,1.14.59.1,2020-09-11,2020,https://pypi.org/project/mypy-boto3-redshift-data/,
azure-mgmt-redhatopenshift,1.3.0,pip install azure-mgmt-redhatopenshift,2023-08-21,2023,0.1.0,2020-03-30,2020,https://pypi.org/project/azure-mgmt-redhatopenshift/,
google-cloud-dataproc,5.4.3,pip install google-cloud-dataproc,2023-08-03,2023,0.1.0,2018-01-22,2018,https://pypi.org/project/google-cloud-dataproc/,
apache-airflow-providers-sqlite,3.4.3,pip install apache-airflow-providers-sqlite,2023-08-01,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-sqlite/,
apache-airflow-providers-imap,3.3.0,pip install apache-airflow-providers-imap,2023-08-08,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-imap/,
ansible-core,2.15.3,pip install ansible-core,2023-08-14,2023,0.0.1a1,2020-10-27,2020,https://pypi.org/project/ansible-core/,
apache-airflow-providers-ftp,3.5.0,pip install apache-airflow-providers-ftp,2023-08-08,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-ftp/,
looker-sdk,23.14.1,pip install looker-sdk,2023-08-16,2023,0.1.3b1,2019-09-24,2019,https://pypi.org/project/looker-sdk/,
google-cloud-datacatalog,3.15.0,pip install google-cloud-datacatalog,2023-08-09,2023,0.1.0,2019-04-15,2019,https://pypi.org/project/google-cloud-datacatalog/,
apache-airflow-providers-databricks,4.3.3,pip install apache-airflow-providers-databricks,2023-08-14,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-databricks/,
types-redis,4.6.0.4,pip install types-redis,2023-08-16,2023,0.1.0,2021-02-02,2021,https://pypi.org/project/types-redis/,
google-cloud-container,2.30.0,pip install google-cloud-container,2023-08-16,2023,0.1.0,2017-12-14,2017,https://pypi.org/project/google-cloud-container/,
google-cloud-tasks,2.14.1,pip install google-cloud-tasks,2023-08-03,2023,0.1.0,2018-05-21,2018,https://pypi.org/project/google-cloud-tasks/,
newrelic,8.10.1,pip install newrelic,2023-08-17,2023,0.5.47.103,2011-10-14,2011,https://pypi.org/project/newrelic/,
types-protobuf,4.24.0.1,pip install types-protobuf,2023-08-13,2023,0.1.0,2021-02-02,2021,https://pypi.org/project/types-protobuf/,
apache-airflow-providers-google,10.6.0,pip install apache-airflow-providers-google,2023-08-10,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-google/,
google-ads,21.3.0,pip install google-ads,2023-08-10,2023,0.1.0,2018-08-03,2018,https://pypi.org/project/google-ads/,
google-cloud-build,3.20.0,pip install google-cloud-build,2023-08-09,2023,0.1.0,2019-11-07,2019,https://pypi.org/project/google-cloud-build/,
apache-airflow-providers-snowflake,4.4.2,pip install apache-airflow-providers-snowflake,2023-08-14,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-snowflake/,
foundationdb,7.3.15,pip install foundationdb,2023-08-15,2023,5.1.5,2018-04-28,2018,https://pypi.org/project/foundationdb/,
dynaconf,3.2.1,pip install dynaconf,2023-08-11,2023,0.1.0,2015-08-14,2015,https://pypi.org/project/dynaconf/,
apache-airflow-providers-cncf-kubernetes,7.4.2,pip install apache-airflow-providers-cncf-kubernetes,2023-08-14,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-cncf-kubernetes/,
dash,2.12.1,pip install dash,2023-08-16,2023,0.0.0,2015-08-18,2015,https://pypi.org/project/dash/,
google-cloud-bigquery-datatransfer,3.12.0,pip install google-cloud-bigquery-datatransfer,2023-08-01,2023,0.1.0,2017-12-15,2017,https://pypi.org/project/google-cloud-bigquery-datatransfer/,
fakeredis,2.18.0,pip install fakeredis,2023-08-14,2023,0.1,2012-03-14,2012,https://pypi.org/project/fakeredis/,
jaraco.functools,3.8.1,pip install jaraco.functools,2023-08-06,2023,1,2015-02-01,2015,https://pypi.org/project/jaraco.functools/,
aws-lambda-powertools,2.23.0,pip install aws-lambda-powertools,2023-08-18,2023,0.1.0,2019-11-16,2019,https://pypi.org/project/aws-lambda-powertools/,
jsii,1.87.0,pip install jsii,2023-08-11,2023,0.8.0,2019-03-24,2019,https://pypi.org/project/jsii/,
fake-useragent,1.2.1,pip install fake-useragent,2023-08-02,2023,0.0.1,2013-03-04,2013,https://pypi.org/project/fake-useragent/,
google-cloud-compute,1.14.0,pip install google-cloud-compute,2023-08-09,2023,0.1.0,2021-01-08,2021,https://pypi.org/project/google-cloud-compute/,
acryl-datahub,0.10.5.5,pip install acryl-datahub,2023-08-04,2023,0.0.2,2021-04-02,2021,https://pypi.org/project/acryl-datahub/,
flower,2.0.1,pip install flower,2023-08-13,2023,0.1.0,2012-07-09,2012,https://pypi.org/project/flower/,
psycopg,3.1.10,pip install psycopg,2023-08-05,2023,1.1.21,2006-01-11,2006,https://pypi.org/project/psycopg/,
mkdocs,1.5.2,pip install mkdocs,2023-08-02,2023,0.1,2014-01-11,2014,https://pypi.org/project/mkdocs/,
atlassian-python-api,3.41.0,pip install atlassian-python-api,2023-08-16,2023,0.11.5,2015-03-27,2015,https://pypi.org/project/atlassian-python-api/,
facebook-business,17.0.4,pip install facebook-business,2023-08-15,2023,2.12.1,2018-04-28,2018,https://pypi.org/project/facebook-business/,
tableauhyperapi,0.0.17537,pip install tableauhyperapi,2023-08-02,2023,0.0.9746,2020-01-29,2020,https://pypi.org/project/tableauhyperapi/,
riot,0.19.0,pip install riot,2023-08-09,2023,0.1.0,2020-07-07,2020,https://pypi.org/project/riot/,
azureml-dataprep,4.12.1,pip install azureml-dataprep,2023-08-18,2023,0.1.0,2018-09-20,2018,https://pypi.org/project/azureml-dataprep/,
google-cloud-workflows,1.11.0,pip install google-cloud-workflows,2023-08-16,2023,0.1.0,2020-09-24,2020,https://pypi.org/project/google-cloud-workflows/,
Telethon,1.29.3,pip install Telethon,2023-08-18,2023,0.5.0.2,2016-09-18,2016,https://pypi.org/project/Telethon/,
rdflib,7.0.0,pip install rdflib,2023-08-01,2023,1.1.1,2002-11-11,2002,https://pypi.org/project/rdflib/,
apache-airflow-providers-slack,7.3.2,pip install apache-airflow-providers-slack,2023-08-01,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-slack/,
sqlalchemy-bigquery,1.8.0,pip install sqlalchemy-bigquery,2023-08-15,2023,0.0.1dev,2015-03-30,2015,https://pypi.org/project/sqlalchemy-bigquery/,
immutables,0.2,pip install immutables,2023-08-14,2023,0.1,2018-03-30,2018,https://pypi.org/project/immutables/,
pyinstaller-hooks-contrib,2023.7,pip install pyinstaller-hooks-contrib,2023-08-18,2023,0.0.0,2020-04-12,2020,https://pypi.org/project/pyinstaller-hooks-contrib/,
djangorestframework-simplejwt,5.3.0,pip install djangorestframework-simplejwt,2023-08-21,2023,1,2017-05-09,2017,https://pypi.org/project/djangorestframework-simplejwt/,
xformers,0.0.21,pip install xformers,2023-08-18,2023,0.0.1,2021-10-19,2021,https://pypi.org/project/xformers/,
minio,7.1.16,pip install minio,2023-08-17,2023,0.2.1,2015-07-17,2015,https://pypi.org/project/minio/,
pipdeptree,2.13.0,pip install pipdeptree,2023-08-14,2023,0.1,2014-02-05,2014,https://pypi.org/project/pipdeptree/,
cloud-sql-python-connector,1.4.1,pip install cloud-sql-python-connector,2023-08-18,2023,0.1.0,2021-05-04,2021,https://pypi.org/project/cloud-sql-python-connector/,
google-cloud-dataplex,1.6.2,pip install google-cloud-dataplex,2023-08-09,2023,0.1.0,2022-01-29,2022,https://pypi.org/project/google-cloud-dataplex/,
mypy-boto3-dynamodb,1.28.27,pip install mypy-boto3-dynamodb,2023-08-16,2023,0.1.6,2019-11-09,2019,https://pypi.org/project/mypy-boto3-dynamodb/,
apache-airflow-providers-postgres,5.6.0,pip install apache-airflow-providers-postgres,2023-08-01,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-postgres/,
click-default-group,1.2.4,pip install click-default-group,2023-08-04,2023,1,2015-11-30,2015,https://pypi.org/project/click-default-group/,
aioboto3,11.3.0,pip install aioboto3,2023-08-19,2023,1.0.0,2017-09-27,2017,https://pypi.org/project/aioboto3/,
playwright,1.37.0,pip install playwright,2023-08-14,2023,1.9.0,2021-02-24,2021,https://pypi.org/project/playwright/,
zeroconf,0.80.0,pip install zeroconf,2023-08-15,2023,0.14,2014-07-08,2014,https://pypi.org/project/zeroconf/,
azureml-dataprep-rslex,2.19.1,pip install azureml-dataprep-rslex,2023-08-12,2023,1.0.1,2020-09-15,2020,https://pypi.org/project/azureml-dataprep-rslex/,
django-timezone-field,6,pip install django-timezone-field,2023-08-21,2023,0.3.1,2012-12-20,2012,https://pypi.org/project/django-timezone-field/,
yeelight,0.7.13,pip install yeelight,2023-08-06,2023,0.0.1,2016-11-12,2016,https://pypi.org/project/yeelight/,
c7n,0.9.30,pip install c7n,2023-08-15,2023,0.8.2,2016-04-17,2016,https://pypi.org/project/c7n/,
psycopg-binary,3.1.10,pip install psycopg-binary,2023-08-05,2023,3.0b1,2021-08-30,2021,https://pypi.org/project/psycopg-binary/,
pandas-stubs,2.0.3.230814,pip install pandas-stubs,2023-08-14,2023,1.0.4.2,2021-01-08,2021,https://pypi.org/project/pandas-stubs/,
apache-airflow-providers-mysql,5.2.1,pip install apache-airflow-providers-mysql,2023-08-08,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-mysql/,
locust,2.16.1,pip install locust,2023-08-05,2023,1,2020-05-16,2020,https://pypi.org/project/locust/,
zigpy,0.56.4,pip install zigpy,2023-08-03,2023,0.0.1,2018-02-05,2018,https://pypi.org/project/zigpy/,
mediapipe,0.10.3,pip install mediapipe,2023-08-01,2023,0.7.10,2020-08-28,2020,https://pypi.org/project/mediapipe/,
dj-database-url,2.1.0,pip install dj-database-url,2023-08-15,2023,0,2012-04-30,2012,https://pypi.org/project/dj-database-url/,
peewee,3.16.3,pip install peewee,2023-08-14,2023,0.1.0,2010-10-18,2010,https://pypi.org/project/peewee/,
boxsdk,3.8.1,pip install boxsdk,2023-08-01,2023,0.1.13,2015-02-06,2015,https://pypi.org/project/boxsdk/,
mypy-boto3-sqs,1.28.19,pip install mypy-boto3-sqs,2023-08-04,2023,0.1.6,2019-11-09,2019,https://pypi.org/project/mypy-boto3-sqs/,
dvclive,2.15.2,pip install dvclive,2023-08-18,2023,0.0.1a0,2021-02-17,2021,https://pypi.org/project/dvclive/,
c7n-org,0.6.29,pip install c7n-org,2023-08-15,2023,0.0.1,2017-07-20,2017,https://pypi.org/project/c7n-org/,
DIRAC,8.0.27,pip install DIRAC,2023-08-15,2023,7.2a29,2021-01-20,2021,https://pypi.org/project/DIRAC/,
py7zr,0.20.6,pip install py7zr,2023-08-05,2023,0.0.3,2019-04-22,2019,https://pypi.org/project/py7zr/,
sqlfluff,2.3.0,pip install sqlfluff,2023-08-14,2023,0.0.1,2018-11-07,2018,https://pypi.org/project/sqlfluff/,
asana,4.0.7,pip install asana,2023-08-17,2023,0.0.1,2012-12-07,2012,https://pypi.org/project/asana/,
web3,6.8.0,pip install web3,2023-08-02,2023,0.1.0,2016-04-21,2016,https://pypi.org/project/web3/,
azure-functions,1.17.0,pip install azure-functions,2023-08-18,2023,1.0.0a1,2018-06-18,2018,https://pypi.org/project/azure-functions/,
mypy-boto3-secretsmanager,1.28.24,pip install mypy-boto3-secretsmanager,2023-08-10,2023,0.1.6,2019-11-09,2019,https://pypi.org/project/mypy-boto3-secretsmanager/,
universal-pathlib,0.1.1,pip install universal-pathlib,2023-08-07,2023,0.0.3,2021-01-12,2021,https://pypi.org/project/universal-pathlib/,
mypy-boto3-glue,1.28.27,pip install mypy-boto3-glue,2023-08-15,2023,0.1.1,2019-11-08,2019,https://pypi.org/project/mypy-boto3-glue/,
mypy-boto3-ec2,1.28.29.post1,pip install mypy-boto3-ec2,2023-08-18,2023,0.1.2,2019-11-08,2019,https://pypi.org/project/mypy-boto3-ec2/,
mypy-boto3-lambda,1.28.19,pip install mypy-boto3-lambda,2023-08-04,2023,0.1.3,2019-11-09,2019,https://pypi.org/project/mypy-boto3-lambda/,
apache-airflow-providers-sftp,4.5.0,pip install apache-airflow-providers-sftp,2023-08-01,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-sftp/,
aws-sam-cli,1.95.0,pip install aws-sam-cli,2023-08-10,2023,0.3.0,2018-05-08,2018,https://pypi.org/project/aws-sam-cli/,
questionary,2.0.0,pip install questionary,2023-08-10,2023,1.0.0a1,2018-12-01,2018,https://pypi.org/project/questionary/,
adlfs,2023.8.0,pip install adlfs,2023-08-08,2023,0.0.2,2019-08-11,2019,https://pypi.org/project/adlfs/,
pytest-randomly,3.15.0,pip install pytest-randomly,2023-08-15,2023,1.0.0,2016-04-15,2016,https://pypi.org/project/pytest-randomly/,
aws-cdk-lib,2.92.0,pip install aws-cdk-lib,2023-08-15,2023,2.0.0a1,2021-01-21,2021,https://pypi.org/project/aws-cdk-lib/,
python-arango,7.6.0,pip install python-arango,2023-08-01,2023,3.0.0,2016-08-17,2016,https://pypi.org/project/python-arango/,
pystache,0.6.4,pip install pystache,2023-08-13,2023,0.1.0,2009-11-13,2009,https://pypi.org/project/pystache/,
aws-cdk.aws-lambda-python-alpha,2.92.0a0,pip install aws-cdk.aws-lambda-python-alpha,2023-08-15,2023,2.0.0a1,2021-10-21,2021,https://pypi.org/project/aws-cdk.aws-lambda-python-alpha/,
dbt-bigquery,1.6.1,pip install dbt-bigquery,2023-08-04,2023,0.13.0a1,2019-02-14,2019,https://pypi.org/project/dbt-bigquery/,
mypy-boto3-cloudformation,1.28.19,pip install mypy-boto3-cloudformation,2023-08-04,2023,0.1.6,2019-11-09,2019,https://pypi.org/project/mypy-boto3-cloudformation/,
pex,2.1.143,pip install pex,2023-08-17,2023,0.1.0,2014-02-20,2014,https://pypi.org/project/pex/,
ccxt,4.0.70,pip install ccxt,2023-08-21,2023,1.0.0,2017-07-12,2017,https://pypi.org/project/ccxt/,
tfx-bsl,1.14.0,pip install tfx-bsl,2023-08-11,2023,0.15.0.dev0,2019-09-19,2019,https://pypi.org/project/tfx-bsl/,
pulumi,3.78.1,pip install pulumi,2023-08-11,2023,0.0.0,2019-10-28,2019,https://pypi.org/project/pulumi/,
pyfakefs,5.2.4,pip install pyfakefs,2023-08-18,2023,1,2013-03-01,2013,https://pypi.org/project/pyfakefs/,
sktime,0.22.0,pip install sktime,2023-08-18,2023,0.1.dev0,2019-03-21,2019,https://pypi.org/project/sktime/,
aio-pika,9.2.2,pip install aio-pika,2023-08-14,2023,0.5.0,2016-09-28,2016,https://pypi.org/project/aio-pika/,
policyuniverse,1.5.1.20230817,pip install policyuniverse,2023-08-17,2023,1.0.6.2,2017-05-15,2017,https://pypi.org/project/policyuniverse/,
troposphere,4.4.1,pip install troposphere,2023-08-16,2023,0.1.2,2013-02-21,2013,https://pypi.org/project/troposphere/,
robotframework-seleniumlibrary,6.1.1,pip install robotframework-seleniumlibrary,2023-08-04,2023,2.7,2011-05-02,2011,https://pypi.org/project/robotframework-seleniumlibrary/,
PyDriller,2.5.1,pip install PyDriller,2023-08-21,2023,1,2018-04-09,2018,https://pypi.org/project/PyDriller/,
expandvars,0.11.0,pip install expandvars,2023-08-16,2023,0.1.1,2019-05-07,2019,https://pypi.org/project/expandvars/,
ansible-compat,4.1.6,pip install ansible-compat,2023-08-16,2023,0.1.dev2,2021-06-19,2021,https://pypi.org/project/ansible-compat/,
discord.py,2.3.2,pip install discord.py,2023-08-10,2023,0.1.0,2015-08-23,2015,https://pypi.org/project/discord.py/,
tf-estimator-nightly,2.15.0.dev2023082108,pip install tf-estimator-nightly,2023-08-21,2023,1.12.0.dev20181101,2018-11-01,2018,https://pypi.org/project/tf-estimator-nightly/,
types-docutils,0.20.0.3,pip install types-docutils,2023-08-16,2023,0.1.0,2021-02-02,2021,https://pypi.org/project/types-docutils/,
aws-cdk.cx-api,2.92.0,pip install aws-cdk.cx-api,2023-08-15,2023,0.26.0,2019-03-28,2019,https://pypi.org/project/aws-cdk.cx-api/,
publicsuffixlist,0.10.0.20230814,pip install publicsuffixlist,2023-08-14,2023,0.2.0,2014-11-22,2014,https://pypi.org/project/publicsuffixlist/,
onnxconverter-common,1.14.0,pip install onnxconverter-common,2023-08-21,2023,1.4.0,2019-04-15,2019,https://pypi.org/project/onnxconverter-common/,
yaspin,3.0.0,pip install yaspin,2023-08-19,2023,0.1.0,2017-11-02,2017,https://pypi.org/project/yaspin/,
flask-talisman,1.1.0,pip install flask-talisman,2023-08-03,2023,0.2.0,2016-12-08,2016,https://pypi.org/project/flask-talisman/,
dbt-databricks,1.6.1,pip install dbt-databricks,2023-08-02,2023,0.21.1,2021-12-03,2021,https://pypi.org/project/dbt-databricks/,
meson,1.2.1,pip install meson,2023-08-08,2023,0.29.0.dev1,2016-01-16,2016,https://pypi.org/project/meson/,
dvc,3.15.3,pip install dvc,2023-08-16,2023,0.8.2,2017-05-05,2017,https://pypi.org/project/dvc/,
posthog,3.0.2,pip install posthog,2023-08-17,2023,1.0.0,2020-02-10,2020,https://pypi.org/project/posthog/,
tfds-nightly,4.9.2.dev202308210043,pip install tfds-nightly,2023-08-21,2023,0.0.1.dev20181106,2018-11-07,2018,https://pypi.org/project/tfds-nightly/,
prefect,2.11.4,pip install prefect,2023-08-17,2023,0.5.0,2019-03-24,2019,https://pypi.org/project/prefect/,
aws-cdk.region-info,2.92.0,pip install aws-cdk.region-info,2023-08-15,2023,0.26.0,2019-03-28,2019,https://pypi.org/project/aws-cdk.region-info/,
skl2onnx,1.15.0,pip install skl2onnx,2023-08-07,2023,1.4.0,2019-01-24,2019,https://pypi.org/project/skl2onnx/,
neptune-client,1.6.0,pip install neptune-client,2023-08-18,2023,0.1.0,2019-03-07,2019,https://pypi.org/project/neptune-client/,
pikepdf,8.4.0,pip install pikepdf,2023-08-14,2023,0.1rc1,2017-10-30,2017,https://pypi.org/project/pikepdf/,
pytest-check,2.2.1,pip install pytest-check,2023-08-11,2023,0.2.0,2017-10-30,2017,https://pypi.org/project/pytest-check/,
policy-sentry,0.12.8,pip install policy-sentry,2023-08-19,2023,0.4.0,2019-10-09,2019,https://pypi.org/project/policy-sentry/,
aws-cdk.cloud-assembly-schema,2.92.0,pip install aws-cdk.cloud-assembly-schema,2023-08-15,2023,1.33.0,2020-04-17,2020,https://pypi.org/project/aws-cdk.cloud-assembly-schema/,
thefuzz,0.20.0,pip install thefuzz,2023-08-18,2023,0.18.0,2021-09-09,2021,https://pypi.org/project/thefuzz/,
python-stdnum,1.19,pip install python-stdnum,2023-08-20,2023,0.1,2015-09-26,2015,https://pypi.org/project/python-stdnum/,
treelib,1.7.0,pip install treelib,2023-08-18,2023,1.2,2013-04-28,2013,https://pypi.org/project/treelib/,
apache-airflow-providers-apache-spark,4.1.3,pip install apache-airflow-providers-apache-spark,2023-08-08,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-apache-spark/,
strawberry-graphql,0.204.0,pip install strawberry-graphql,2023-08-15,2023,0.1.0,2019-03-01,2019,https://pypi.org/project/strawberry-graphql/,
plaid-python,15.4.0,pip install plaid-python,2023-08-16,2023,0.0.0,2014-03-10,2014,https://pypi.org/project/plaid-python/,
semgrep,1.36.0,pip install semgrep,2023-08-14,2023,0.0.0,2021-02-17,2021,https://pypi.org/project/semgrep/,
awkward,2.3.3,pip install awkward,2023-08-17,2023,0.0.1,2018-06-17,2018,https://pypi.org/project/awkward/,
trimesh,3.23.3,pip install trimesh,2023-08-17,2023,1.9.7,2015-12-02,2015,https://pypi.org/project/trimesh/,
molecule,6.0.1,pip install molecule,2023-08-16,2023,1.20.1,2017-02-21,2017,https://pypi.org/project/molecule/,
google-cloud-profiler,4.1.0,pip install google-cloud-profiler,2023-08-16,2023,1.0.0,2019-01-29,2019,https://pypi.org/project/google-cloud-profiler/,
itables,1.5.4,pip install itables,2023-08-18,2023,0.1.0,2019-04-22,2019,https://pypi.org/project/itables/,
dagster,1.4.7,pip install dagster,2023-08-18,2023,0.1.0rc1,2018-06-12,2018,https://pypi.org/project/dagster/,
seleniumbase,4.17.8,pip install seleniumbase,2023-08-18,2023,1.1.13,2015-12-04,2015,https://pypi.org/project/seleniumbase/,
pybase64,1.3.0,pip install pybase64,2023-08-19,2023,0.1.0,2017-07-30,2017,https://pypi.org/project/pybase64/,
maturin,1.2.3,pip install maturin,2023-08-17,2023,0.7.0,2019-08-30,2019,https://pypi.org/project/maturin/,
bellows,0.35.9,pip install bellows,2023-08-07,2023,0.1,2017-01-10,2017,https://pypi.org/project/bellows/,
sphinxcontrib-websupport,1.2.6,pip install sphinxcontrib-websupport,2023-08-09,2023,1.0.0,2017-04-23,2017,https://pypi.org/project/sphinxcontrib-websupport/,
zha-quirks,0.0.102,pip install zha-quirks,2023-08-01,2023,0.0.2,2018-12-01,2018,https://pypi.org/project/zha-quirks/,
hubspot-api-client,8.1.0,pip install hubspot-api-client,2023-08-07,2023,1.0.0b0,2020-04-16,2020,https://pypi.org/project/hubspot-api-client/,
s3path,0.5.0,pip install s3path,2023-08-17,2023,0.1.0,2019-04-16,2019,https://pypi.org/project/s3path/,
openstacksdk,1.4.0,pip install openstacksdk,2023-08-03,2023,0.5,2015-06-10,2015,https://pypi.org/project/openstacksdk/,
phonenumberslite,8.13.18,pip install phonenumberslite,2023-08-04,2023,6.0.0a,2014-03-19,2014,https://pypi.org/project/phonenumberslite/,
platformio,6.1.10,pip install platformio,2023-08-11,2023,0.10.2,2015-01-06,2015,https://pypi.org/project/platformio/,
apache-airflow-providers-microsoft-mssql,3.4.2,pip install apache-airflow-providers-microsoft-mssql,2023-08-01,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-microsoft-mssql/,
dagster-pandas,0.20.7,pip install dagster-pandas,2023-08-18,2023,0.3.0rc7,2019-01-11,2019,https://pypi.org/project/dagster-pandas/,
time-machine,2.12.0,pip install time-machine,2023-08-14,2023,1.0.0b1,2020-05-04,2020,https://pypi.org/project/time-machine/,
types-Pygments,2.16.0.0,pip install types-Pygments,2023-08-07,2023,2.9.0,2021-07-11,2021,https://pypi.org/project/types-Pygments/,
tf-models-nightly,2.13.1.dev20230821,pip install tf-models-nightly,2023-08-21,2023,2.2.0.dev20200314,2020-03-14,2020,https://pypi.org/project/tf-models-nightly/,
pyright,1.1.323,pip install pyright,2023-08-16,2023,0.0.1,2021-06-20,2021,https://pypi.org/project/pyright/,
ecs-logging,2.1.0,pip install ecs-logging,2023-08-16,2023,0,2020-03-17,2020,https://pypi.org/project/ecs-logging/,
mypy-boto3-sts,1.28.16,pip install mypy-boto3-sts,2023-08-01,2023,0.1.6,2019-11-09,2019,https://pypi.org/project/mypy-boto3-sts/,
singer-sdk,0.31.1,pip install singer-sdk,2023-08-17,2023,0.0.1.dev1051765546,2021-02-24,2021,https://pypi.org/project/singer-sdk/,
griffe,0.34.0,pip install griffe,2023-08-20,2023,0.1.0,2021-09-09,2021,https://pypi.org/project/griffe/,
SEKKAYBOT,0.22.270,pip install SEKKAYBOT,2023-08-10,2023,0.22.107,2021-09-07,2021,https://pypi.org/project/SEKKAYBOT/,
scmrepo,1.2.1,pip install scmrepo,2023-08-10,2023,0.0.1,2021-11-25,2021,https://pypi.org/project/scmrepo/,
