package_name,version_x,version_y,version,summary_x,license_x,metadata_source_x,summary_y,license_y,metadata_source_y,download_count
patsy,0.5.3,0.5.3,,Describing statistical models in Python using symbolic formulas,BSD-2-Clause AND PSF-2.0,Anaconda,,,,9017603.0
pexpect,4.8.0,4.8.0,4.8.0,Pexpect makes Python a better tool for controlling other applications.,ISC,Anaconda,,,,29906107.0
pickleshare,0.7.5,0.7.5,0.7.5,Tiny 'shelve'-like database with concurrency support,MIT,Anaconda,,,,16659770.0
pip,23.1.2,23.1.2,23.2.1,PyPA recommended tool for installing Python packages,MIT,Anaconda,,,,152688988.0
pip-tools,6.13.0,,,,,,,,,4198220.0
platformdirs,3.10.0,3.8.1,3.5.1,"A small Python module for determining appropriate platform-specific dirs, e.g. a ""user data dir"".",MIT,Anaconda,,,,75963795.0
plotly,5.15.0,5.15.0,,An interactive JavaScript-based visualization library for Python,MIT,Anaconda,,,,9402514.0
plotnine,0.12.2,0.10.1,,,,,A grammar of graphics for python,GPL-2,PyPI,1565921.0
pluggy,1.2.0,1.0.0,,Plugin registration and hook calling for Python,MIT,Anaconda,,,,58758135.0
polars,0.17.3,0.18.6,,,,,,,,710922.0
pooch,1.6.0,1.6.0,,A friend to fetch your data files,BSD-3-Clause,Anaconda,,,,1177866.0
portpicker,1.5.2,,,A library to choose unique available network ports.,Apache-2.0,Anaconda,,,,579999.0
prefetch-generator,1.0.3,,,,,,,,,
preshed,3.0.8,3.0.8,,,,,Cython hash table that trusts the keys are pre-hashed,MIT,PyPI,3702262.0
prettytable,3.8.0,3.8.0,,,,,A simple Python library for easily displaying tabular data in a visually appealing ASCII table format.,BSD,PyPI,7975187.0
proglog,0.1.10,,,,,,,,,527341.0
progressbar2,4.2.0,4.2.0,,,,,A Python Progressbar library to provide visual (yet text based) progress to long running operations.,BSD,PyPI,17617130.0
prometheus-client,0.17.1,0.17.0,0.17.0,,,,Python client for the Prometheus monitoring system.,Apache Software License 2.0,PyPI,19351056.0
promise,2.3,2.3,,,,,,,,2840307.0
prompt-toolkit,3.0.39,3.0.38,3.0.38,Library for building powerful interactive command lines in Python,BSD-3-Clause,Anaconda,Library for building powerful interactive command lines in Python,BSD-3-Clause,PyPI,25283669.0
prophet,1.1.4,1.1.1,,,,,,,,1528745.0
proto-plus,1.22.3,1.22.3,1.22.2,,,,,,,35410517.0
protobuf,3.20.3,3.20.3,3.20.3,Protocol Buffers - Google's data interchange format.,BSD-3-Clause,Anaconda,,,,125400479.0
psutil,5.9.5,5.9.5,5.9.0,A cross-platform process and system utilities module for Python,BSD-3-Clause,Anaconda,,,,62515102.0
psycopg2,2.9.7,,,PostgreSQL database adapter for Python,LGPL-3.0-or-later,Anaconda,,,,12216536.0
ptyprocess,0.7.0,0.7.0,0.7.0,Run a subprocess in a pseudo terminal,ISC,Anaconda,,,,29841163.0
py-cpuinfo,9.0.0,9.0.0,,A module for getting CPU info with Python 2 & 3,MIT,Anaconda,Get CPU info with pure Python 2 & 3,MIT,PyPI,1758645.0
py4j,0.10.9.7,0.10.9.7,,Enables Python programs to dynamically access arbitrary Java objects,BSD-3-Clause,Anaconda,,,,30619287.0
pyOpenSSL,23.2.0,23.2.0,,,,,Python wrapper module around the OpenSSL library,"Apache License, Version 2.0",PyPI,
pyarrow,9.0.0,9.0.0,12.0.1,Python libraries for Apache Arrow,Apache-2.0,Anaconda,Python library for Apache Arrow,"Apache License, Version 2.0",PyPI,69079298.0
pyasn1,0.5.0,0.5.0,0.5.0,ASN.1 types and codecs,BSD 2-Clause,Anaconda,,,,109507807.0
pyasn1-modules,0.3.0,0.3.0,0.3.0,A collection of ASN.1-based protocols modules.,BSD 2-Clause,Anaconda,,,,61054814.0
pycocotools,2.0.7,,,,,,,,,886327.0
pycparser,2.21,2.21,2.21,Complete C99 parser in pure Python,BSD-3-clause,Anaconda,,,,94218432.0
pyct,0.5.0,0.5.0,,"python package common tasks for users (e.g. copy examples, fetch data, ...)",BSD-3-Clause,Anaconda,"python package common tasks for users (e.g. copy examples, fetch data, ...)",BSD 3-Clause License,PyPI,262418.0
pydantic,2.1.1,1.10.9,1.10.9,,,,,,,75952420.0
pydantic-core,2.4.0,,,,,,,,,13294007.0
pydata-google-auth,1.8.2,,,,,,,,,5917968.0
pydot,1.4.2,1.4.2,,Python interface to Graphviz's Dot,MIT,Anaconda,,,,3693225.0
pydot-ng,2.0.0,,,,,,,,,
pydotplus,2.0.2,,,Python interface to Graphviz's Dot language,MIT,Anaconda,,,,424087.0
pyerfa,2.0.0.3,2.0.0.3,,Python bindings for ERFA routines,BSD-3-Clause,Anaconda,,,,327084.0
pygame,2.5.1,,,,,,,,,689107.0
pymc,5.7.2,,,PyMC: Bayesian Stochastic Modelling in Python,Apache-2.0,Anaconda,,,,131434.0
pymystem3,0.2.0,,,,,,,,,
pyparsing,3.1.1,3.1.0,2.4.7,Create and execute simple grammars,MIT,Anaconda,,,,71907359.0
pyproj,3.6.0,3.6.0,,Python interface to PROJ library,MIT,Anaconda,,,,6781739.0
pyproject-hooks,1.0.0,,,,,,,,,12814070.0
pytensor,2.14.2,,,,,,,,,116607.0
pytest,7.4.0,7.4.0,,Simple and powerful testing with Python.,MIT,Anaconda,,,,54192671.0
python-apt,0.0.0,,2.4.0+ubuntu1,,,,,,,
python-dateutil,2.8.2,2.8.2,2.8.2,Extensions to the standard Python datetime module.,BSD-3-Clause and Apache,Anaconda,,,,196057078.0
python-louvain,0.16,0.16,,,,,Louvain algorithm for community detection,BSD,PyPI,120282.0
python-slugify,8.0.1,8.0.1,,A Python Slugify application that handles Unicode,MIT,Anaconda,,,,10591827.0
python-utils,3.7.0,3.7.0,,Python Utils is a collection of small Python functions and classes which make common patterns shorter and easier.,BSD-3-Clause,Anaconda,,,,17926171.0
pytz,2023.3,2023.3,2023.3,"World timezone definitions, modern and historical.",MIT,Anaconda,,,,106221784.0
pyviz-comms,2.3.2,2.3.2,,,,,Bidirectional communication for the PyViz ecosystem.,BSD,PyPI,273091.0
pyzmq,23.2.1,25.1.0,25.1.0,Python bindings for zeromq,BSD-3-Clause AND LGPL-3.0-or-later,Anaconda,,,,19793163.0
qdldl,0.1.7.post0,,,,,,,,,498666.0
qudida,0.0.4,0.0.4,,,,,,,,473282.0
referencing,0.30.2,,,,,,,,,30280613.0
regex,2023.6.3,2023.6.3,2023.6.3,"Alternative regular expression module, to replace re",Apache-2.0,Anaconda,,,,27153654.0
requests,2.31.0,2.31.0,2.25.1,"Requests is an elegant and simple HTTP library for Python, built with ♥.",Apache-2.0,Anaconda,,,,284144318.0
requests-oauthlib,1.3.1,1.3.1,,,,,,,,66737344.0
requirements-parser,0.5.0,,,,,,,,,536660.0
rich,13.5.2,13.4.2,,,,,,,,23708006.0
rpds-py,0.9.2,,,,,,,,,30707861.0
rpy2,3.4.2,,,,,,,,,487106.0
rsa,4.9,4.9,4.9,,,,Pure-Python RSA implementation,ASL 2,PyPI,108778019.0
scikit-image,0.19.3,0.21.0,0.21.0,Image processing in Python.,BSD-3-Clause,Anaconda,,,,6757638.0
scikit-learn,1.2.2,1.2.2,,A set of python modules for machine learning and data mining,BSD-3-Clause,Anaconda,,,,35844052.0
scipy,1.10.1,1.11.1,1.8.0,Scientific Library for Python,BSD-3-Clause,Anaconda,,,,53911801.0
scs,3.2.3,,,,,,scs: splitting conic solver,MIT,PyPI,389855.0
seaborn,0.12.2,0.12.2,,Statistical data visualization,BSD-3-Clause,Anaconda,,,,9321065.0
setuptools,67.7.2,59.8.0,59.6.0,"Download, build, install, upgrade, and uninstall Python packages",MIT,Anaconda,,,,246176073.0
shapely,2.0.1,,2.0.1,Python package for manipulation and analysis of geometric objects in the Cartesian plane,BSD-3-Clause,Anaconda,,,,11782047.0
six,1.16.0,1.16.0,1.16.0,Python 2 and 3 compatibility utilities,MIT,Anaconda,,,,178376364.0
sklearn-pandas,2.2.0,2.2.0,,,,,Pandas integration with sklearn,,PyPI,199577.0
smart-open,6.3.0,6.3.0,,,,,"Utils for streaming large files (S3, HDFS, gzip, bz2...)",MIT,PyPI,13778555.0
sniffio,1.3.0,1.3.0,1.3.0,Sniff out which async library your code is running under,Apache-2.0,Anaconda,,,,31252408.0
snowballstemmer,2.2.0,2.2.0,,Snowball stemming library collection for Python,BSD-3-Clause,Anaconda,,,,7255907.0
sortedcontainers,2.4.0,2.4.0,,"Python Sorted Container Types: SortedList, SortedDict, and SortedSet",Apache-2.0,Anaconda,,,,21535748.0
soundfile,0.12.1,0.12.1,0.12.1,,,,,,,1275946.0
soupsieve,2.4.1,2.4.1,2.4.1,A modern CSS selector implementation for BeautifulSoup,MIT,Anaconda,,,,56393591.0
soxr,0.3.6,0.3.5,,,,,,,,296675.0
spacy,3.6.1,3.6.0,,Industrial-strength Natural Language Processing (NLP) in Python,MIT,Anaconda,,,,5176392.0
spacy-legacy,3.0.12,3.0.12,,,,,,,,3160941.0
spacy-loggers,1.0.4,1.0.4,,,,,,,,2951892.0
sphinxcontrib-applehelp,1.0.7,,,sphinxcontrib-applehelp is a sphinx extension which outputs Apple help books,BSD-2-Clause,Anaconda,,,,5239218.0
sphinxcontrib-devhelp,1.0.5,,,sphinxcontrib-devhelp is a sphinx extension which outputs Devhelp document,BSD-2-Clause,Anaconda,,,,5154247.0
sphinxcontrib-htmlhelp,2.0.4,,,sphinxcontrib-htmlhelp is a sphinx extension which renders HTML help files.,BSD-2-Clause,Anaconda,,,,5246267.0
sphinxcontrib-jsmath,1.0.1,,,A sphinx extension which renders display math in HTML via JavaScript,BSD-2-Clause,Anaconda,,,,5145233.0
sphinxcontrib-qthelp,1.0.6,,,sphinxcontrib-qthelp is a sphinx extension which outputs QtHelp document,BSD-2-Clause,Anaconda,,,,5154144.0
sphinxcontrib-serializinghtml,1.1.8,,,"sphinxcontrib-serializinghtml is a sphinx extension which outputs ""serialized"" HTML files (json and pickle).",BSD-2-Clause,Anaconda,,,,5341002.0
sqlparse,0.4.4,0.4.4,0.4.4,A non-validating SQL parser module for Python.,BSD-3-Clause,Anaconda,,,,32388604.0
srsly,2.4.7,2.4.6,,,,,Modern high-performance serialization utilities for Python,MIT,PyPI,4214365.0
statsmodels,0.14.0,0.14.0,,Statistical computations and models for use with SciPy,BSD-3-Clause,Anaconda,,,,10736947.0
sympy,1.12,1.12,1.9,Python library for symbolic mathematics,BSD-3-Clause AND MIT,Anaconda,,,,8076294.0
tables,3.8.0,3.8.0,,,,,Hierarchical datasets for Python,BSD 2-Clause,PyPI,663729.0
tabulate,0.9.0,0.9.0,,"Pretty-print tabular data in Python, a library and a command-line utility.",MIT,Anaconda,Pretty-print tabular data,MIT,PyPI,45990234.0
tbb,2021.10.0,2021.9.0,,High level abstract threading library,Apache-2.0,Anaconda,,,,644284.0
tblib,2.0.0,2.0.0,,Traceback serialization library.,BSD 2-Clause,Anaconda,,,,6179052.0
tenacity,8.2.3,8.2.2,,Retry a flaky function whenever an exception occurs until it works,Apache-2.0,Anaconda,,,,24243594.0
tensorboard,2.12.3,2.12.3,,,,,TensorBoard lets you watch Tensors Flow,Apache 2.0,PyPI,17523637.0
tensorboard-data-server,0.7.1,0.7.1,,,,,,,,9815392.0
tensorflow,2.12.0,2.12.0,,TensorFlow is a machine learning library.,Apache-2.0,Anaconda,,,,15581517.0
tensorflow-datasets,4.9.2,4.9.2,,,,,,,,1327774.0
tensorflow-estimator,2.12.0,2.12.0,,,,,TensorFlow Estimator.,Apache 2.0,PyPI,12571041.0
tensorflow-gcs-config,2.12.0,2.12.0,,,,,,,,
tensorflow-hub,0.14.0,0.12.0,,,,,"TensorFlow Hub is a library to foster the publication, discovery, and consumption of reusable parts of machine learning models.",Apache 2.0,PyPI,1701716.0
tensorflow-io-gcs-filesystem,0.33.0,0.31.0,,,,,,,,6970109.0
tensorflow-metadata,1.14.0,0.14.0,,,,,,,,2240765.0
tensorflow-probability,0.20.1,0.20.1,,,,,Probabilistic modeling and statistical inference in TensorFlow,Apache 2.0,PyPI,1217827.0
tensorstore,0.1.41,0.1.40,,,,,,,,513109.0
termcolor,2.3.0,2.3.0,2.3.0,ANSII Color formatting for output in terminal.,MIT,Anaconda,,,,26111669.0
terminado,0.17.1,0.17.1,0.17.1,Terminals served by tornado websockets,BSD-2-Clause,Anaconda,,,,7984108.0
text-unidecode,1.3,1.3,,The most basic Text::Unidecode port,Artistic,Anaconda,,,,10592771.0
textblob,0.17.1,0.17.1,,,,,"Simple, Pythonic text processing. Sentiment analysis, part-of-speech tagging, noun phrase parsing, and more.",MIT,PyPI,619412.0
tf-slim,1.1.0,,,,,,,,,165283.0
thinc,8.1.12,8.1.10,,,,,Practical Machine Learning for NLP,MIT,PyPI,4066675.0
threadpoolctl,3.2.0,3.1.0,,Python helpers to control the threadpools of native libraries,BSD 3-Clause,Anaconda,,,,24571232.0
tifffile,2023.8.12,2023.4.12,2023.4.12,Read and write image data from and to TIFF files.,BSD-3-Clause,Anaconda,Read and write TIFF(r) files,BSD,PyPI,4268450.0
tinycss2,1.2.1,1.2.1,1.2.1,Low-level CSS parser for Python,BSD-3-Clause,Anaconda,Low-level CSS parser for Python,BSD,PyPI,12042114.0
toml,0.10.2,0.10.2,,Python lib for TOML.,MIT,Anaconda,,,,25266280.0
tomli,2.0.1,2.0.1,,,,,,,,61828425.0
toolz,0.12.0,0.12.0,,List processing tools and functional utilities,BSD-3-Clause,Anaconda,,,,18218593.0
torch,2.0.1+cu118,2.0.0+cpu,2.0.1,,,,Tensors and Dynamic neural networks in Python with strong GPU acceleration,BSD-3,PyPI,9518122.0
torchaudio,2.0.2+cu118,2.0.1+cpu,2.0.2,,,,An audio package for PyTorch,,PyPI,1014073.0
torchdata,0.6.1,0.6.0,,,,,,,,279372.0
torchsummary,1.5.1,,,,,,,,,183698.0
torchtext,0.15.2,0.15.1+cpu,,,,,Text utilities and datasets for PyTorch,BSD,PyPI,577433.0
torchvision,0.15.2+cu118,0.15.1+cpu,,Image and video datasets and models for torch deep learning,BSD-3-Clause,Anaconda,,,,5754679.0
tornado,6.3.2,6.3.2,6.3.2,"A Python web framework and asynchronous networking library, originally developed at FriendFeed.",Apache-2.0,Anaconda,,,,25382465.0
tqdm,4.66.1,4.65.0,4.65.0,"A Fast, Extensible Progress Meter",MPL-2.0 AND MIT,Anaconda,,,,53109853.0
traitlets,5.7.1,5.9.0,5.9.0,Configuration system for Python applications,BSD-3-Clause,Anaconda,,,,22214969.0
triton,2.0.0,,2.0.0,,,,,,,3181226.0
tweepy,4.13.0,,,,,,,,,707064.0
typer,0.9.0,0.9.0,,,,,,,,11303909.0
types-setuptools,68.1.0.0,,,,,,,,,3026237.0
typing-extensions,4.7.1,4.6.3,4.6.3,Backported and Experimental Type Hints for Python,PSF-2.0,Anaconda,Backported and Experimental Type Hints for Python 3.5+,PSF,PyPI,235188968.0
tzlocal,5.0.1,5.0.1,,,,,tzinfo object for the local timezone,MIT,PyPI,29368193.0
uc-micro-py,1.0.2,1.0.2,,Micro subset of unicode data files for linkify-it-py projects.,MIT,Anaconda,,,,4374278.0
uritemplate,4.1.1,3.0.1,4.1.1,,,,URI templates,"BSD 3-Clause License or Apache License, Version 2.0",PyPI,25990173.0
urllib3,2.0.4,1.26.16,1.26.16,"HTTP library with thread-safe connection pooling, file post, and more.",MIT,Anaconda,,,,329215565.0
vega-datasets,0.9.0,,,,,,,,,
wadllib,1.3.6,,1.3.6,,,,,,,
wasabi,1.1.2,1.1.2,,,,,A lightweight console printing and formatting toolkit,MIT,PyPI,4245824.0
wcwidth,0.2.6,0.2.6,0.2.6,Measures number of Terminal column cells of wide-character codes.,MIT,Anaconda,,,,30880022.0
webcolors,1.13,1.13,1.13,,,,,,,5429159.0
webencodings,0.5.1,0.5.1,0.5.1,Character encoding aliases for legacy web content,BSD 3-Clause,Anaconda,,,,26213506.0
websocket-client,1.6.1,1.6.1,1.5.2,WebSocket client for python. hybi13 is supported.,BSD-3-Clause,Anaconda,WebSocket client for Python. hybi13 is supported.,BSD,PyPI,50959868.0
werkzeug,2.3.7,,,The comprehensive WSGI web application library.,BSD-3-Clause,Anaconda,,,,84442506.0
wheel,0.41.1,0.40.0,0.40.0,A built-package format for Python.,MIT,Anaconda,,,,173117250.0
widgetsnbextension,3.6.5,3.6.4,4.0.7,Interactive Widgets for Jupyter,BSD-3-Clause,Anaconda,,,,9271238.0
wordcloud,1.9.2,1.9.2,,,,,A little word cloud generator,MIT,PyPI,970022.0
wrapt,1.14.1,1.14.1,,"Module for decorators, wrappers and monkey patching",BSD-2-Clause,Anaconda,,,,71055786.0
xarray,2023.7.0,2023.6.0,,N-D labeled arrays and datasets in Python.,Apache-2.0,Anaconda,,,,2851307.0
xarray-einstats,0.6.0,0.5.1,,,,,,,,530851.0
xgboost,1.7.6,1.7.6,,,,,XGBoost Python Package,Apache-2.0,PyPI,9776812.0
xlrd,2.0.1,,1.2.0,,,,,,,20164537.0
xyzservices,2023.7.0,2023.5.0,,Source of XYZ tiles providers,BSD-3-Clause,Anaconda,,,,1301174.0
yarl,1.9.2,1.9.2,1.9.2,Yet another URL library,Apache-2.0,Anaconda,,,,56777178.0
yellowbrick,1.5,1.5,,,,,A suite of visual analysis and diagnostic tools for machine learning.,Apache 2,PyPI,446942.0
yfinance,0.2.28,,,,,,,,,710954.0
zict,3.0.0,3.0.0,,Composable Dictionary Classes,BSD-3-Clause,Anaconda,,,,1992265.0
zipp,3.16.2,3.15.0,1.0.0,A pathlib-compatible Zipfile object wrapper,MIT,Anaconda,,,,129699770.0
Boruta,,0.3,,,,,Python Implementation of Boruta Feature Selection,BSD 3 clause,PyPI,
CVXcanon,,0.1.2,,,,,"A low-level library to perform the matrix building step in cvxpy, a convex optimization modeling software.",GPLv3,PyPI,
Cartopy,,0.21.1,,,,,A cartographic python library with Matplotlib support for visualisation,LGPLv3,PyPI,
Delorean,,1.0.0,,,,,library for manipulating datetimes with ease and clarity,MIT license,PyPI,
Deprecated,,1.2.14,,,,,"Python @deprecated decorator to deprecate old python classes, functions or methods.",MIT,PyPI,
Geohash,,1.0,,,,,Module to decode/encode Geohashes to/from latitude and longitude.,GNU Affero GPL.,PyPI,
GitPython,,3.1.31,,,,,,,,
Gymnasium,,0.26.3,,,,,,,,
ImageHash,,4.3.1,,,,,Image Hashing library,BSD 2-clause (see LICENSE file),PyPI,
Janome,,0.5.0,,,,,Japanese morphological analysis engine.,AL2,PyPI,
Levenshtein,,0.21.1,,,,,,,,
Mako,,1.2.4,1.1.3,,,,A super-fast templating language that borrows the  best ideas from the existing templating languages.,MIT,PyPI,
PuLP,,2.7.0,,,,,,,,
PyArabic,,0.6.15,,,,,Arabic text tools for Python,GPL,PyPI,
PyAstronomy,,0.19.0,,,,,A collection of astronomy related tools for Python.,,PyPI,
PyUpSet,,0.1.1.post7,,,,,Python implementation of the UpSet visualisation suite by Lex et al.,MIT,PyPI,
Pympler,,1.0.1,,,,,"A development tool to measure, monitor and analyze the memory behavior of Python objects.","Apache License, Version 2.0",PyPI,
QtPy,,2.3.1,2.3.1,,,,"Provides an abstraction layer on top of the various Qt bindings (PyQt5, PyQt4 and PySide) and additional custom QWidgets.",MIT,PyPI,
Rtree,,1.0.1,,,,,R-Tree spatial index for Python GIS,LGPL,PyPI,
Shapely,,1.8.5.post1,,,,,"Geometric objects, predicates, and operations",BSD,PyPI,
SimpleITK,,2.2.1,,,,,SimpleITK is a simplified interface to the Insight Toolkit (ITK) for image registration and segmentation,Apache,PyPI,
TPOT,,0.12.0,,,,,Tree-based Pipeline Optimization Tool,GNU/LGPLv3,PyPI,
Theano,,1.0.5,,,,,Optimizing compiler for evaluating mathematical expressions on CPUs and GPUs.,BSD,PyPI,
Theano-PyMC,,1.1.2,,,,,,,,
Unidecode,,1.3.6,,,,,ASCII transliterations of Unicode text,GPL,PyPI,
Wand,,0.6.11,,,,,Ctypes-based simple MagickWand API binding for Python,MIT License,PyPI,
Werkzeug,,2.3.6,2.3.6,,,,The comprehensive WSGI web application library.,BSD-3-Clause,PyPI,
Wordbatch,,1.4.9,,,,,"Python library for distributed AI processing pipelines, using swappable scheduler backends",GNU GPL 2.0,PyPI,
accelerate,,0.20.3,,,,,,,,3759552.0
access,,1.1.9,,,,,,,,
affine,,2.4.0,,Matrices describing affine transformation of the plane.,BSD-3-Clause,Anaconda,,,,1478817.0
aiobotocore,,2.5.2,,Async client for aws services using botocore and aiohttp,Apache-2.0,Anaconda,,,,141268325.0
aiofiles,,22.1.0,,File support for asyncio,Apache-2.0,Anaconda,,,,6334393.0
aiohttp-cors,,0.7.0,,,,,,,,1181244.0
aioitertools,,0.11.0,,asyncio version of the standard multiprocessing module,MIT,Anaconda,,,,16231089.0
aiorwlock,,1.3.0,,,,,,,,486181.0
aiosqlite,,0.19.0,,asyncio bridge to the standard sqlite3 module,MIT,Anaconda,,,,1682327.0
alembic,,1.11.1,,A database migration tool for SQLAlchemy.,MIT,Anaconda,,,,25534605.0
annoy,,1.17.3,,,,,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,Apache License 2.0,PyPI,1125288.0
ansiwrap,,0.8.4,,,,,,,,908679.0
apache-beam,,2.46.0,,,,,,,,5747113.0
aplus,,0.11.0,,,,,,,,
arrow,,1.2.3,1.2.3,Better dates & times for Python,Apache-2.0,Anaconda,,,,12395281.0
astroid,,2.15.6,,A abstract syntax tree for Python with inference support.,LGPL-2.1-or-later,Anaconda,,,,12817063.0
asttokens,,2.2.1,2.2.1,The asttokens module annotates Python abstract syntax trees (ASTs) with the positions of tokens and text in the source code that generated them.,Apache-2.0,Anaconda,,,,9134448.0
atpublic,,4.0,,,,,,,,586398.0
autopep8,,2.0.2,,A tool that automatically formats Python code to conform to the PEP 8 style guide,MIT,Anaconda,,,,2683656.0
backoff,,2.2.1,,,,,,,,27823464.0
backports.functools-lru-cache,,1.6.4,,,,,backports.functools_lru_cache,,PyPI,
bayesian-optimization,,1.4.3,,,,,Bayesian Optimization package,,PyPI,172331.0
bayespy,,0.5.26,,,,,Variational Bayesian inference tools for Python,,PyPI,
beatrix-jupyterlab,,2023.621.222118,,,,,,,,
bidict,,0.22.1,,,,,,,,1385533.0
biopython,,1.81,,Collection of freely available tools for computational molecular biology,Biopython License Agreement,Anaconda,,,,410090.0
blake3,,0.2.1,,,,,,,,97997.0
blessed,,1.20.0,,,,,,,,2393114.0
boltons,,23.0.0,,,,,,,,2991816.0
boto3,,1.26.100,1.16.63,Amazon Web Services SDK for Python,Apache-2.0,Anaconda,,,,719072639.0
botocore,,1.29.161,1.19.63,"Low-level, data-driven core of boto 3.",Apache-2.0,Anaconda,,,,320415214.0
bq-helper,,0.4.1,,,,,,,,
bqplot,,0.12.39,,,,,,,,142024.0
brewer2mpl,,1.4.1,,,,,Connect colorbrewer2.org color maps to Python and matplotlib,UNKNOWN,PyPI,
brotlipy,,0.7.0,,Python bindings to the Brotli compression library,MIT,Anaconda,,,,226569.0
catalyst,,22.4,,,,,,,,
catboost,,1.2,,,,,Catboost Python Package,"Apache License, Version 2.0",PyPI,1849874.0
category-encoders,,2.6.1,,,,,A collection sklearn transformers to encode categorical variables as numeric,BSD,PyPI,1096756.0
cesium,,0.12.1,,,,,Machine Learning Time-Series Platform,Modified BSD,PyPI,
cftime,,1.6.2,,,,,,,,1516818.0
cleverhans,,4.0.0,,,,,,MIT,PyPI,
cloud-tpu-client,,0.10,,,,,,,,
cloud-tpu-profiler,,2.4.0,,,,,,,,
cmaes,,0.9.1,,,,,,,,1414405.0
cmudict,,1.0.13,,,,,A versioned python wrapper package for The CMU Pronouncing Dictionary data files.,GPL-3.0,PyPI,
colorama,,0.4.6,0.4.4,Cross-platform colored terminal text,BSD-3-Clause,Anaconda,,,,97228741.0
colorful,,0.5.5,,,,,,,,1126155.0
colorlog,,6.7.0,,,,,Log formatting with colors!,MIT License,PyPI,6210509.0
comm,,0.1.3,0.1.3,Python Comm implementation for the Jupyter kernel protocol,BSD-3-Clause,Anaconda,,,,4862328.0
conda,,23.5.0,,"OS-agnostic, system-level binary package and environment manager.",BSD-3-Clause,Anaconda,,,,89205.0
conda-content-trust,,0+unknown,,,,,,,,
conda-package-handling,,2.0.2,,,,,,,,
conda-package-streaming,,0.8.0,,,,,,,,
contextily,,1.3.0,,,,,,,,
crcmod,,1.7,,,,,,,,4033958.0
cysignals,,1.11.2,,,,,Interrupt and signal handling for Cython,"GNU Lesser General Public License, version 3 or later",PyPI,
cytoolz,,0.12.1,,Cython implementation of Toolz. High performance functional utilities,BSD-3-Clause,Anaconda,,,,1369212.0
daal,,2023.1.1,,,,,,,,220157.0
daal4py,,2023.1.1,,A convenient Python API to Intel (R) oneAPI Data Analytics Library,Apache-2.0,Anaconda,,,,217258.0
